Text,oh_label
@harmlesstree2 Here. https://t.co/xWJzpSodGj,0
@Nayadrikj omfg #wowdrama I AM LOGGING IN WAIT FOR MEEEEE,0
Or basic sociological concepts like stereotype threat,0
That's bullshit Colin and you know it. #mkr,0
Welcome back Colin. ❤️you #mkr #mkr2015,0
@sarahlery happy to help. :),0
@BaqeeaSamer http://t.co/oVs2KbAkuE,0
#prediction super model fail #mkr,0
Oh and the unhygienic greaseball returns #mkr,0
"@lactualaloupe Islam is not a race, microbrain.",0
Time to saddle up... #MKR,0
Kat and Andre are the worst #MKR,0
@mwlauthor huh?,0
@jmeade82 women are never tired!,0
@1Protoco1_J1had What happened to their Hummers? LOL.,0
How have I never heard of ball culture? This sounds amazing.,0
Use ketchup #mkr,0
Nooooooo http://t.co/HVZT1QD5aI,0
I REALLY HOPE THESE GIRLS DO A GOOD DESERT!!! #mkr,0
@donnelly92274 ...and?,0
@OrganicAnomaly  Every. Time.,0
Wow new low Kat and Andre #mkr,0
"@qai5er US, 353 Nobel prizes. Iran, 1.",0
Bull! #mkr,0
I'd be happy with a perfect bacon and egg roll. #mkr,0
1 really Kat and Andre?Good luck girls:) #mkr,0
@Oddtankout http://t.co/K5mMJE8UME,0
@arthur_affect ONE OF US. ONE OF US.,0
@KirinDave nope. I play WoW. GW sux.,0
It's upside down you idiot! #mkr,0
@brianwisti Jesus,0
@sschinke that would imply he knew a programming language.,0
"@SupremeEugene The fuck is ""Hispanic culture""? Also racist.",0
RT @coil780: @freebsdgirl #disappointwadhwa2015,0
"RT @DanielleVLee: #mkr is love, #mkr is life.",0
"Toot toot, the karma train stopping at Kat's station! #MKR",0
"""@panelrific: Let's go 🐧🐧🐧🐧🐧🐧😃""",0
"The fuck do you know about ""fair"", Kat? #MKR",0
RT @AmyDentata: @freebsdgirl @coconono LINE PIECE,0
@MrTheGeoff @athenahollow sure!,0
Kat and Andre's time will come #MKR,0
How the fuck did they manage that #MKR,0
Really can't believe I'm still watching this shit!! #mkr,0
RT @fee_bee_63: What a surprise. mess on a plate #MKR,0
@harmlesstree2 Here9 https://t.co/xWJzpSodGj,0
C'mon Shelli and Emilie! Get something out! #MKR,0
Nikki does NOT look happy with the group's score #mkr,0
Looks like Kat got the cream after all #mkr @mykitchenrules,0
Pepperidge farm remembers.,0
Jac/shaz dish sounds DELISH!! #MKR,0
@samthedurangom There is no one more apartheid than Muslims.,0
Solid average #mkr,0
Oh if only Colin washed his hair! #mkr,0
"Drasko playing with his pork, who would have thought #mkr",0
@ashleylynch @femfreq does it matter?,0
How did they get a 7 for that stupid desert yuck  #MKR,0
@kantrn see facebook.,0
Man Colin is HOT!!! #mkr2015 #mkr,0
"@MCAcapello Tell Freud I say hi, and fuck you!",0
I hope they go home #MKR,0
*snort*,0
@AlfredDaw haven't run it against you.,0
'It's a crime against cooking' the shade #mkr,0
OMG fashion parade time #mkr,0
@jneen_ HOW IS THIS A THING,0
"Seriously, who the fuck are  half of these ppl #MKR",0
@comattwow jesus,0
http://t.co/nO5U2nLuGc,0
@merusworks THE BACON BELONGS TO ME.,0
@__enimey__ http://t.co/Jb1NzwOy3r,0
Annie exhausted from camping...LOL #MKR,0
@kuuuramantoonis I write bots to block it. :P,0
@Assiye61 Your Islam is Taquiyya.,0
Way too many teams #MKR,0
RT @lise_92: YOU DONT DESERVE TO STAY KAT &amp; ANDRE #MKR,0
@Assiye61 http://t.co/dduX3ZbMtE,0
Kat is horrid. HORRID. DIAF. #mkr #mykitchenrules,0
"@QHStone @srhbutts uh, random? what are you talking about?",0
Banter #mkr,0
Not that I watch it but still aha #mkr,0
@chris_swenson I'd shopped off the website before :),0
Deconstructed lemon tart #mkr http://t.co/0lVCVGN6fo,0
#mkr who serves lamb meat-balls for breakfast ?,0
@TURBOCUNT YES AND YOU ARE ADORABLE. ^.^,0
YUM!! Go American Pancakes #mkr,0
Poor Kat.hahahaha #mkr,0
Maple bacon. Yum! #mkr,0
No consistency in the scoring. Woeful. #mkr,0
Her laugh is horrendous #MKR,0
Why is there a marching band outside my apartment?,0
@PhysicsNerdYT @ChrisWarcraft not really funny.,0
BLOCKITY BLOCK BLOCK,0
Celine &amp; Vicky for elimination!! #mkr,0
The mother and son team are sooooo nice!!! #MKR,0
@Bohagan81 Nope!,0
@xdannock maybe someone will use Kat's weber #mkr,0
People choice even better!! #mkr,0
.@sindarina tweetbot is a paid client.,0
http://t.co/fDYlhLkDCV,0
Really fucking fantastic: http://t.co/Bia6j0RKmX,0
@sudixitca The best you can say is that Sisi is a mixed bag.,0
@islam4libya5 What's wrong with that?,0
@Keltounet http://t.co/g7w5b4uSbW,0
This part of the show is so awkward rn 😁😁 #MKR,0
Colin confused. Get out!!! #mkr,0
Will Colin like the dessert???? #MKR,0
#TheDress is obviously gold and white.,0
This is the most drama I have ever seen about a dog.,0
I want Colin and manu to just feed me. #MKR #DreamTeam,0
Nikki looks like jai'me walking the catwalk  #MKR,0
RT @DernKat: @freebsdgirl thanks bing http://t.co/7lwKQVUImv,0
MY NAME IS SPELLED WITH AN I YOU IDIOT http://t.co/FmEiV7choh,0
http://t.co/bN7be6njVT,0
@Drift0r Did you know 1 in 6 women is raped in her lifetime?,0
Where was Robert &amp; Lyndsey?? #MKR,0
"@omglazerkittens they are in seattle, usually hiring.",0
Team Steve #mkr,0
"YAY! GO CASH AND MANILLA!

#MKR",0
#MKR because 5+ minute add breaks are just the best!,0
Yay Instant Restaurants are over!!! #mkr,0
"Oh Kat!!!
#cuntandandre #mkr",0
#MKR really stretching it out this year,0
Fuck Kat and Andre #mkr,0
I'm so happy for Sheri and Emilie #mkr,0
Bad bad food. Plain and simple Kat. #MKR,0
@KirinDave i will punch you.,0
Oh my god.,0
Siiiiiiigh http://t.co/6jSQojSuE2,0
RT @SydneyEditor1: Lots of raw food around #MKR,0
DAMMIT!!!! KAT AND ANDRE ARE SAFE!!! NOT HAPPY #MKR,0
@a_man_in_black INTERESTING,0
This team score is disgraceful #MKR,0
@Spacekatgal I am so sorry that you're in this situation.,0
@daveowens34 @AppRiver @Spacekatgal what did they do?,0
Kat didn't like the canoodles.... #mkr #mkr2015,0
RT @Mel20L: Maple bacon wins every time. #mkr #justsaying,0
@TheQuinnspiracy @voiceofrae @Spacekatgal fuck. yes.,0
@asterops Care to restate that in English?,0
@pennozewyatt can you follow for a DM?,0
RT @gemma92rogers: Really? #mkr,0
"Vegetables, meat and fish aren't breakfast foods 😷 #MKR",0
"I actually don't mind Ash and Camilla, their quite funny #MKR",0
http://t.co/IiibIFWNuW (via @selenamarie) #stopwadhwa2015,0
I'm not racist but All in the Family &gt;&gt; The Jeffersons,0
Get some more fucking teams why doncha? #mkr,0
@AntonSirius @erinspice @prpltnkr @ChiefElk oh dear lord.,0
Can't even make your own chicken stock... #MKR,0
😡😡 Damit!! That sucks #MKR,0
"@Timinane oh, man. remember win95 ver a/b? :P",0
@sigje too late :P,0
NO! *flips desks* #mkr,0
@Jeff_Skalski @nvidia not cool.,0
Pretty like us... #mkr,0
@Spacekatgal @danielpunkass BITCH I AM END BOSS. :P,0
Why must Kat be so mean. #MKR #mkr2015,0
"If I ever do get scared, you'll never know. 😘",0
#mkr http://t.co/cuRtdPnI1l,0
@damnitscloudy I will never stop posting WoW selfies.,0
@bergholt ❤️😘,0
@BonsaiTreehouse @srhbutts I was never a part of that...,0
#MKR   Bye Bye Birdies........,0
oh god please don't please just stop #MKR,0
@KdiPress3 http://t.co/ykPB4saC9Q,0
@ROJNAME_english http://t.co/Ej5MsCentH,0
Another. Fricking. Instant. Restaurant. Round. #mkr,0
@CatsandCatts I never would've guessed,0
STFU Drasko!! #MKR,0
@gewt @SFtheWolf try $35. :P,0
"@fai3an_H Yes, I hate the religion of hate.",0
"Dammit, not Kat/Andre #MKR",0
@kcgreenn You can ask @All_HailCaesar all about it!,0
Poor Annie and Lloyd. #mkr,0
"@antizholim Tripple price, no customers.",0
Back in Yolo county awww yisssss,0
Really Annie a pony? How can it fit in there? #MKR,0
Best earrings. http://t.co/CSlDU8rsKz,0
Rigged #MKR #KatTheRat,0
Ehh it's the boring stage now #mkr,0
@LYH786 Looks much to intelligent to be Baghdadi ;),0
@alqnasalelamy @IsdaratTube http://t.co/z0mZRGBscR,0
"if u like #MKR, i like u",0
@DianH4 You have that backwards.,0
@adnanifares The toxic gasses belonged to ISIS.,0
RT @lennyfinnegan2 I'm not sexist but http://t.co/XSNFaZ0Soq,0
Where are they camping? Wasn't paying attention #mkr,0
Still better that Nero's poetry. // cc @ChrisWarcraft,0
"Oh.
My.
God.

http://t.co/WHy3a8o33z http://t.co/5Vsf5JRoI6",0
Ok I officially dislike Kat the most #mkr,0
@AGuyNamed_Nick Someone flunked freshman year biology,0
Sassy girls rule. #killerblonds #MKR,0
And that's KARMA #annieandlloyd #MKR,0
@AJBrady_Sports #mkr ??,0
@wilw magnificent.,0
@ibnHlophe Take me off your @ list scum bag.,0
@EdWardMDBlog @haaretzcom Are the Daesh Libya?,0
"I am loving #mkr.
So. Much. To. Hate.",0
NO http://t.co/st8EjQQHFj,0
Since when can you get a car anywhere near The Basin? #MKR,0
"Seriously, fuck off Kat &amp; Andre. #mkr",0
@mattjbaldo that's never a problem.,0
Now the rest of them can eat their melted sorbet #mkr,0
No u. http://t.co/zOr0eWahSS,0
I'd eat those fritters and bacon. Looks awesome #MKR,0
Lamb meatballs for breakfast. WTF! #mkr,0
"Also, Linux sucks.",0
@KirinDave i don't pve.,0
@mvelic https://t.co/b5HFOAtfbk,0
"@eddieabell What's wrong, mommy limit your Xbox time again?",0
@Shervyn that would be *amazing*,0
Camilla was like...  #mkr http://t.co/loGXWzV1S0,0
Meatballs and veggies for breakfast??? Uh no thanks #MKR,0
"Unfair scoring by Kat &amp; Andre! 

C*nts!

#MKR",0
My prediction for tonight is fail #mkr,0
"@samwisel88 mail, mostly.",0
"@NewIdeamagazine No, that kid is just a brat #mkr",0
@josh_ag @ncweaver https://t.co/b5HFOAtfbk,0
@ILTAFSHEHZAD http://t.co/4ZuQt2PM7v,0
In love with Ash #mkr #mkr2015,0
@deathofrats01 that's an awesome name! :P,0
@TheSoundDefense only the existence of a sexual history,0
This is really Drasco ... #mkr http://t.co/zy5d95Bk6e,0
JFC Kat do you have NO morals???? Carnt #mkr2015 #mkr,0
#mkr It's looking like Lynn and Tony will be safe.,0
@bkerensa sometimes!,0
Obviously strategic voting!! #mkr,0
The spatchcock and desert looked great 8/10 #MKR,0
http://t.co/f2NxFZ8VTz,0
@theomn https://t.co/b5HFOAtfbk,0
nights MKR ppl :D #mkr #MKR2015,0
@femfreq perfection.,0
I'm thinking there is another round of instants coming  #mkr,0
@jhamby @sinboy @tarah sommers v2.0.,0
@FazelHawramy Were any of them successful?,0
@Willy_Goncalves http://t.co/kMWso9TBQP,0
#mkr they have no shame!,0
"Saw Mozilla and GitHub booths. ""HI I KNOW YOU""",0
yessssssss http://t.co/Td90k9Ik2r,0
@Charlie_Jarls bad. they don't know.,0
@MJAhed_12 http://t.co/aMWvZk7K0P,0
I want to see Ash and Camilla win this show #MKR,0
"@CortanaV thanks, appreciated.",0
#MKR it's a fix! Kat and André not in sudden death? Wtf!?,0
"@pinefoxi well, i bought a case of it, sooo.... :P",0
@logicalmind11 http://t.co/uX0CB60wCN,0
@KiwiT73 they are the tacky of tack!! #MKR,0
"Annie and Lloyd ""Crime against Cooking"" #MKR",0
their report is the very DEFINITION of cherry picking.,0
Oh god Annie and Lloyd what the hell? #mkr,0
Surely we are being Punked #MKR,0
Yep - Karlie Kloss et al are shaking in their boots. #mkr,0
@KaylinEvergreen Twitter_ebooks on github,0
Cannot headdesk hard enough.,0
So never used the ice cream maker before  #mkr,0
@GlennF I have been quietly helping some gators already.,0
@adelaidemale: Kat = Cunt #mkr,0
"Elephants??? Direct them to #cuntandandre
#mkr",0
I've missed Pete and Manure #mkr #autocorrectfail,0
"Nothing has, or ever will, 'hinge cous cous.' #mkr",0
@HIHCrownPrinceD You are lying. He did no such thing.,0
@Hollapalooka where's the file?,0
Kat how embarrassing are you. 😂 disgrace of a person. #mkr,0
At this rate the MKR final will be in December #MKR,0
"@alanpdx yeah, i've got around ~1k books.",0
@NewEraJihadi @ShamiAnalyst Mop up.,0
Oh Capt salty is smoking something #mkr,0
@chazermann26 Dumbest comment of the day.,0
THIS SHOW IS SO UNFAIR #mkr,0
@Spectrumpigg  Thanks.,0
Kat and Andre are filthy molls #mkr,0
@celiadeeter THAT WAS AMAZING. I LOVE YOU ❤️❤️❤️,0
@NedGilmore i think it was clefthoof meat?,0
uplay launcher crashes repeatedly.,0
#teamRobertandLynzey #MKR,0
I fucking want Ash back. I need her back! #MKR,0
Maybe we need a dedicated #mkr channel that goes 24/7,0
#Mkr,0
@scaryjen @Alfuriuskj @Nayadrikj undead 4ever.,0
@PaladinGunn thanks. :),0
@BrentonPoke @Shjade totes SJW,0
@dsmyxe @PolitiBunny the end result is the same.,0
@BRIGHTPRIMATE @ChrisWarcraft give it time.❤️,0
"""I don't retreat.

I reload.""",0
Colin's back #MKR,0
It's not even pastry! #mkr,0
"@Xer0Dynamite uh, okay?",0
@desertfox899 original content. vs retweet.,0
@TheDaveCA http://t.co/4I4S1dYgGG,0
She is such a bee eye tea see H!!! #mkr #feistyfoodies,0
@EvvyKube not sure.,0
@ZhanaelDaiche it's basically what we already do in game. :P,0
On that Supernova facebook thread. Hoooooooly shit.,0
"@Xanthe_Cat nice to know I made him mad, then 😜",0
"@LynnMagic this is awesome, and I love this.",0
@Litazia yup,0
@LifeInKhilafah LOL. http://t.co/HDJ23jGzeq,0
2016 The Winner is revealed on #MKR,0
@Sir5000 not sure. was sent screencap,0
@DoctorAvenue sorry 😟,0
What a cunt of a person Kat is #MKR,0
"You jog Colin, Pete can just hurl into his spittoon. #mkr",0
@batchelorshow What are you crying about?,0
Burnt rissoles for breaky. It's a crime against cooking! #mkr,0
The Lorax has the same doorbell as #MKR 😅,0
@Kyle_Crilly92 You sound pretty shit lol,0
I'M SO MAD #MKR,0
@Bouzerda Then Baghdadi needs to move to Nigeria.,0
#mkr #meatballs http://t.co/zHSBuw0x7o,0
@GravityPike @tomdcc uhh. through what point of ingress?,0
"RT @finicalgal: And a 7 for ""smear of lemon tart""???
#MKR",0
FUCKIN' SEE YA @Ztd619Dupuis,0
@TheQuinnspiracy you are amazing and I love you. ❤️❤️,0
http://t.co/ggVGrdqOtN,0
Kat and Andre you are as unpleasant as your cooking #mkr,0
@directhex http://t.co/CAXXUs108l,0
Twitter updates user safety features: https://t.co/ZaXmQwuZc5,0
@MrTimothyKaye Potato/potato head #MKR,0
A one? Meat was bloody cooked for once! Meowwww #mkr,0
@TURBOCUNT they have some crazy flavors. wasabi? red bean?,0
Steve&gt; drasko. Seriously #MKR,0
are kat and andre the most loathsome people on tv ? #MKR,0
Sorry but who changed the channel to the Next Top Model? #mkr,0
A lighthearted romp: http://t.co/8lEtkiEjGF,0
@harmlesstree2 Here10 https://t.co/xWJzpSodGj,0
"My little chickeny thing was fantastic, and you cook? #mkr",0
RT @mary__kaye: I blame the other teams for this. #mkr,0
@cxarli it was private messages.,0
Someone really wants to keep them in #MKR,0
"Hell, I've missed you guys. #MKR #MKR2015",0
Who's in sudden death? #MKR,0
Wait for the wildcard round #mkr #theyllbeback,0
"ah, #ashandcamilla are back,  #mkr",0
@DynamoFilistin http://t.co/6OQ8fC1u9w,0
the sound effects in #mkr are so ridiculous,0
.@philippenis @ApuPunchau Proof?  Reliable source?,0
@a_man_in_black my feelings exactly.,0
@dreamachineries yup. my other dog's name is leo. :),0
6:30am is early?? lol #mkr,0
God I hope kats gone soon What are stuck up &amp; #-* #mkr,0
@TheNativeBoy @SaudiNews50 http://t.co/UHwvIP0HP6,0
@GARRYFRATZIEL Sexist Magnetic Poetry strikes again,0
"@j4cob @xor oh, good. was really worried.",0
@DHStom d'awww. I FEEL LIKE WONDER WOMAN.,0
I actually literally do not have patience for this hey #MKR,0
Kat/andre breakfast looks raw #MKR,0
@qmarq used to be,0
Cheeseymite rolls of some sort with coffee. #strayan #mkr,0
@jmackay1962 @SMABSA  How so?,0
@cperciva i didn't realize you followed @femfreq ^.^,0
"RT @SeaEph: #MKR has jumped the Shark Fin Soup

#MKR",0
@UnoriginalJohn @girlziplocked @ameliagreenhall bahahaha,0
RT @mykitchenrules: Nawwww 😭😭😭 #MKR,0
@dylanw cool beans. Useful info after a public callout.,0
"@freebsdgirl s/udent, j/udent, lawyer, j/",0
@jasonschreier @vogon well done.,0
@Love___Egypt http://t.co/AZzO3NyuUb,0
It's almost time. :),0
#mkr View here http://t.co/etRq4qxjIH,0
@NigglyPuffsJr EDGY THREADBARE HUMOR IS EDGY AND THREADBARE,0
.......is that alfalfa with their dessert???? #mkr,0
iPad Air 2 or iPad mini 3?,0
Talk the talk but can't walk the walk #MKR,0
@basvandewiel paypal@freebsdgirl.com &lt;3,0
1⃣7⃣ from contestants jeezzz it wasn't that bad #wtf #MKR,0
"Is there enough blue in the wardrobe department!?
#mkr",0
#mkr #tasteofsydney I met Colin! http://t.co/To8eeahMRk,0
#mkr 3 the girls are gonna be pissed about that,0
@caitbit wonderwoman suit by blackmilk.,0
@SalimEhmad @brassidio ROFLMAO.,0
"@AgQueue haha, I like it.",0
RT @athenahollow: @freebsdgirl http://t.co/ww13aIeTw2,0
RT @AusTracey: Lazy person's menu tonight #MKR,0
Sorbet success! #mkr,0
If there was a god she would have fallen off #MKR,0
@functionalform you should see his guilty look.,0
Happy to watch my last episode of #mkr  fucken over it,0
@BrianHallDev https://t.co/CkX9tIQZ9v,0
Lets get these spatch cocks out #mkr,0
Go ash and carmella #mkr they should cook my breakfast,0
I cannot get this goofy grin off my face.,0
Celine ate all the ice cream little kid. #MKR,0
"@nite_moogle seriously, you're going to make me cry. :P",0
Eugh piss off kat #mkr,0
This show is going to air until Christmas isn't it? #MKR,0
@Aiiane awesome! Can't wait to hear from you.,0
A 7? This bloke is utterly demented. #MKR,0
@coopatropp in a meeting...,0
@missclarolyn and that's just the girls! #MKR,0
PS: Linux sucks. @tux_dapenguin,0
EUUUUUUURGGGGH NOT AGAIN #MKR,0
"#MKR yes, bacon for breakfast, what a terrible idea",0
"Thankyou Pete, thank you #mkr",0
Dump the grotty guy! Bring back Manu!! #MKR,0
"Oh $deity, Psycho Annie is back. &gt;:-( #MKR",0
"@sarahjeong well, that just made my life much easier. :P",0
I hope Colin doesn't like it #mkr,0
@TheNativeBoy @heekma http://t.co/sH8ie6YdcC,0
the blonde-hate is rather unbecoming. #mkr,0
@sschinke http://t.co/wFqbTK0LGf,0
Poor Sheri and Emilie #mkr,0
Prayer circle that Kat and Andre will face sudden death #mkr,0
I can't see how there was any real cooking in the main #MKR,0
@Kaya786 Good night.,0
NOOOOOOOOOOO no more instant resturants go away #MKR,0
@The_Ghrost I could.,0
"The old two wheel @FourinHand Colin
#mkr",0
This show is rigged #MKR,0
http://t.co/NXgtqSlchG,0
@leighalexander ❤️,0
@Spacekatgal I think it's going to get worse.,0
@truaemusic ROFL. Where did you get that absurd stat?,0
I'm so over the instant restaurants  #mkr,0
@jhamby i love @popehat.,0
@sschinke yup,0
What the eff are these team scores??? #mkr,0
"Kat in shock.  And humiliated.
So enjoyable.
#mkr",0
@awizardsbeard I called you an idiot. Not a misogynist.,0
@banhammor it's not true. see last 2 tweets.,0
“Surprise! Twelve more teams!” #MKR,0
Spoiler alert: it won't be you Lloyd #mkr,0
Zoe is rocking the stage. http://t.co/mpXlDSBPBh,0
Just want to wipe that smile of her smartass face #MKR,0
@mykitchenrules A for effort.. 2 for execution.. 😳.. #MKR,0
@nite_moogle @ChrisWarcraft @Pixelfish yesssss,0
Nooooooo Sheri and Emilie can't go to sudden death #sad #MKR,0
@slagkick I didn't acknowledge the fart I DONT KNOW,0
OMG SHUT UP DRASKO AND BIANCA #MKR #FINALFIVE,0
Pretty day in SF! http://t.co/YUV9shvowY,0
@RudawEnglish http://t.co/N9kkRJFcCL,0
Don't get this dessert :/ lol #MKR,0
@nimrod_KatDogg  i own too many apple products to say that.,0
@ARCBloodNorCal will do! 😘,0
@Skawtnyc @gregtitus  that's a relief.,0
Kat vs Annie in sudden death!  PLEASE #mkr,0
@granalberto awwww. &lt;3,0
"Colin: ""make moine a dooble."" #MKR",0
#mkr now slitting wrists into the sorbet! Yum,0
"Haaaa, please let Kat/Andre go to sudden death! #MKR",0
@abuag2014 @Po_st http://t.co/fbouEgDJvZ,0
*gag* https://t.co/R4seYFa5s8 #stopwadhwa2015,0
Thanks for ruining the next episode of #mkr @Channel7,0
"First bake sold quickly... but, did ANYONE like it??? #MKR",0
Hope they get booted next round #kandre #MKR,0
@kencf0618 I can never tell anymore. :P,0
"Oh, no.  My inbox.",0
RT @narryyymate: Ew Kat and Andre are still in the comp. #MKR,0
"Glamping?? 
Calm your hair!!

#MKR",0
Going to see @TheQuinnspiracy's movie I AM SO EXCITED,0
@KhaledHamaki http://t.co/RL2WDHhVOQ,0
RT @EloisePeace: I'm just so embarrassed for her. #MKR,0
It's not sauerkraut lol!! #mkr,0
Bacon is good for me #mkr,0
#mkr #katmkr http://t.co/vLYkzY5p7D,0
I am furious. #MKR,0
@WingZero351 thank you ❤️😘,0
Still grinning. 😁 http://t.co/2isypVUpyg,0
ur face is classified as a utility by the FCC.,0
Kat and Andre are seriously shit people #MKR #mkr2015,0
"@Shervyn like i would owe you, big time.",0
@ameliagreenhall you rock. Fuck errything about that guy.,0
Yum! Concrete balls for brekky #MKR,0
@DennisCEarl no worries,0
Hope Vicky and Celine leave #mkr,0
@harmlesstree2 Not only is it not a fact. It's a gross lie.,0
#crimeagainstcooking #mkr,0
Ok the way she handled that sorbet maker was gross!! #MKR,0
My job gives me a constant stream of endorphins.,0
7 for the main &amp; dessert. What the?  #MKR,0
The glasses guy is thoroughly annoying. #MKR,0
#MKR people watch this shit?? Fuck me dead!,0
@m_ethaniel storing it for later!,0
@geeky_zekey Or like this. http://t.co/AZzO3NyuUb,0
THIS IS SO CRINGEWORTHY #MKR,0
#mkr Sassy girls to crash &amp; churn?,0
"No one wants Lloyd's balls except Annie
Poor Lloyd
#mkr",0
@KayinNasaki charity auction. :P,0
@voretaq7 @chilblane i'm sorry. :(,0
@girlziplocked i know that feel.,0
@JohnDoty sometimes. :P  i try.,0
They should have called their restaurant Crumbs'R'Us ! #MKR,0
"@Oh_tobs fat jokes, always lame, always predictable #mkr",0
@hidden_horcrux Paleo Pete 😄 #MKR,0
I am 12. http://t.co/ucZkXXFVxQ,0
I am listening to this right now and it is glorious.,0
#MKR everyone looks tired,0
@DViper31 has shown me most of them...thanks. @p4ndiamond,0
"Want to play marbles, kids? Go see Annie and Lloyd. #mkr",0
"How long until Kat firebombs other people's BBQ's?

#MKR",0
@AAQ270 @izrinhariri @TheKnowledge ROFLMAO.,0
@TheNativeBoy @heekma http://t.co/Jb250ZnHNo,0
Rob &amp; Dave are in their element  #mkr,0
I really want that pork crackling #mkr,0
Yes! Get rid of Kat! #MKR,0
@MethyleneGaming it's like d&amp;d for peasants.,0
Oh Colin 😜😍 #MKR,0
I would love all the teams breakfast while camping #mkr,0
How unfortunate... they're staying. #MKR,0
