Text,oh_label
  That is a disgusting statement.,1
  == David ==  Why are you such a bitch?,1
  A sockpuppet leave me alone.,1
tocBOOTHY IS A FUCKER,1
"So fuck off and die, rape fantasising sluts",1
 u r sooooooooooooo gay,1
your fucking face. faggots,1
  :Show some gratitude BITCH )  ,1
"  :c'mon BITCH, speak up.",1
"  I AM SUPERFAG, FAGGING UP THE INTERNET FOR ALL TO SEE!   ",1
 king of the world and we will eat a dick,1
"  == Hurricane Katrina ==  YOU ARE CRAP, YOU FUCKING IDIOT.",1
 ::He lied on my RFC too.  He's a liar.,1
"Suck it!!! Asyou're used to do,ignorant Romanian Nazi!  ",1
  Whats the matter bitch? You don't like to suck cock??,1
WRITE YOUR FUYCKING DISCOUSSION HERE YOU FUCK HEAD,1
   THE GUY ABOVE ME IS A WANKER!!  ,1
"  shut up, jerk asshole.",1
  suck my hairy plums you fagggot,1
.  Neither am I. Pants suck. They should all go to Hell,1
 by Nazi vandal Pavel Vozenilek.',1
"  == Lying, scheming, vindictive Weasel ==  Burn in hell.",1
"  Fuck you, and your family.",1
   ha ha how are you gonna stop me?,1
", whilst attempting to suck on my micropenis",1
"  Up yours, you authoritarian little Hitlers.",1
  == FUCK YOU ALL! ==  GO TO HELL!,1
  I'LL KILL YOU ALL!!!!,1
  == BAN ME AND DIE ==  ^_^,1
  == YOU'RE A FAEGET! ==  FAG,1
  == Thanks for your help! ==  But you're still a cunt!  ,1
hello old and crazy man.....,1
 Stuff keilor downs u suck,1
  Orane sucks lots of penis.,1
   == You suck and we all hate you == YOU SUCK!,1
you need to fuck off and stop hrassing people ,1
I've had enough of you. Shut up.    ,1
  go fuck yourself you fucking bitch,1
"  == Here's an idea ==  Go fuck yourself, cumshitter.",1
  : I will NOT spend my days justifying myself to a troll! ,1
"This user is deaf discriminator, facist, and racist",1
ENOY FACKING SMALL KIDS AND EATING PELICAN SHIT,1
  ::Don't talk to me troll. ,1
as vandals for content disputes. Grow up.,1
  == matt J! ==  matty j is a right winged nut!,1
  ==Communist bastard==  I have nothing more. ,1
  == Fuck you cunnywafts ==  :D,1
  Quit vandalizing the George Bush page you stupid liberal.,1
"  == Excuse me... ==  no, fuck you.",1
  == .es ==  Remove my block in .es NOW! ,1
"\  and, btw, Eloy are a fucking bomb ass band.",1
 Im not doing this GODDAMN!,1
"  ppppssssshhh, hahaha, funny ass shit",1
 Headline text  FUCK YOU ,1
YOU FUCKING SUCK I HATE YOUR FUCKING SITE IT SUCKS ASS!  ,1
  == Stabby McPenis == * Stab ** Stab stab stab,1
 YOU! Talk to the hand!   ,1
 This is the VERY hand  uses to molest your children!   ,1
  His name is fucking Cohen. Enough said. ,1
"  Yea only Nintendo Fool, are the fools that uses it:P  ",1
  == hey cumtaster ==  how is the cum tasting going?,1
"  == um hi lol ==  r u fixin 2 do something about it, fag?  ",1
GO THE FUCK AWAY DUMB COMMIE SCUMBAGS!,1
"  == Han.. Fuck You ==  Then, fuck you!",1
  ORLY? Fuck You Again n00b,1
  GET A LIFE shit Nerd!,1
  == Take your own advice ==  AND STOP HARASSING ME!,1
 Go fuck yourself you lifeless pedant          ,1
 :::I bet this asshole is far from playing by her own rules ,1
can suck my nine foot throbbing cock,1
 Please Dont fuck with us and ,1
  Dont fuck with wikipedia admins you filthy jew   ,1
i hate yu gi oh and dont know why i made this page,1
  :U have your nose so far up his A$$ u look like Pinnochio.,1
"Oh, and you suck dick. ",1
  == Japanese Bastard ==  Fuck off you evil race.,1
 AND YOUR A FUCKING GAY BITCH,1
im gonna shit in your sandbox in a minute.,1
"fisrt, ANYONE WHO BELEIVES THIS CRAP IS A FOOL",1
- IM BLOCKED BITCH!!!!!!!!!!!!!!!,1
  ==people making moronic jokes==  Have no right to edit.   ,1
".  I love sex with men, espicially recieving analingus",1
FUCK FUCKITY FUCK FUCK FUCK ,1
" : LMAO, what a n00b. Go and listen to manele!  ",1
IM A FUCKING ASSHOLE!!,1
  Fuck you asshole. Allahu Akbar.,1
 socalled deicision isnt worth shit,1
  It's a fucking disgrace.  ,1
I SAID GO FUCK YOURSELF. WHY ARE YOU CHAANGING IT,1
SHUT UP. GO FUCK YOURSELF YOU DIRTY CUNT.,1
Look what I get when I search for Ass kisser. KIMP   :::,1
 DONT BREAK WP:3RR BIATCH,1
I SHOULD BE UNBANNED THIS INSTANT! GO TO HELL Android79!,1
  == NAZIS RAUS ==  SHUT THIS NAZI NIXER UP,1
  :Bite me. In the butt.   - ) ,1
", but be careful because I took a shit in it",1
u r a tw@ fuck off u gay boy.U r smelly.Fuck ur mum poopie,1
  You should block this idiot for life!  ,1
  You should bar the self proclamed asshole forever! ,1
I think you should ban that jackass forever!   ,1
  == rome is gay ==  rome is gay i hate rome,1
 ==Reply== Why dont you visit hell where you belong?,1
aka cock sucking lover of VegaDick ,1
  ==   ==  Go fuck yourself,1
  == fuck you ==  you're an idiot,1
"  ==Quit...== Defacing my user page, you ugly cunt.- ",1
 ::Please kill yourself.  ,1
"maybe 2 for each eye.  yup, 20 cocks.",1
  I done a bigjob on your mother's tits,1
 I tasted your mum. it was super.,1
  Which page was I vandalising now you rectum faced pygmy?,1
"  You are the dirty, fetid son of a whoremonger's bitch.  ",1
YOUR A  FAGGG GET A LIFE   ,1
  silly little boy my ass,1
"   oink oink oink, freaking pig",1
  you know you're really messed up.   ,1
 Too many people belive that crap. ,1
"  == Oral sex ==  Lay off the fellatio page, cumshitter.",1
masturbation|jerk off]] your penis,1
don't need pimple faced kids editing my work,1
"     man u suck, lick ma ballen.",1
  :::I concur. Chadbryant is a vandal.  ,1
 because I am a huge asshole,1
  == eat my shit ==  Title says it all.,1
 p.s. u smell!!!hahahahahahahaha lol,1
"  == No ==  Suck my cock, asshole, I will never stop. ",1
 A silly fat cow who won't leave me alone ,1
   because you are a tweeting cunt flap!!!!!!!,1
  MONGO is a homosexual crybaby!,1
  MONGO is a mother'fuckerer!!,1
   im not gonna kiss ass theyre lying bout me so theyr liars.,1
  I still dont know what the hell I did Assholes!  ,1
  :Not for russian sovietic socks like Zserghei.,1
  you suck alot of dick   ,1
  Who the boofhead are you fuck wit - Bainyrues,1
  == Fuck you Motha Fucka ==  ==Penis==,1
  And his upcomming probably refers to his homosexuality.  ,1
"  He's probably into fist-fucking. Been there, done that.",1
  Fuckwad... you deleted my page.,1
Yeah Nigga.know what i'm talking 'bout bitch,1
.sO YOU BITCH NIGGAS MUST NOT SAY SHIT.......YOU HEARD?,1
  FUCK YOU RORY. YOU ARE A CUMSLURPING COCKLOVER.,1
 ::::COME OUT OF THE CLOSET JEWBOY.,1
 ::::JUDENSCWEIN TO THE OVENS !  LIARS ! ALL OF YOU !,1
  STICK IT UP YOUR ASS.,1
"  ::::::Please keep your whining off my talk page, KTHXBI.  ",1
  Who the fuck are you?  ,1
  JL;J;ALSDFSML;KFJSDF THIS MAN LIKES TO SUCK MAJOR DICKS.,1
"   Frickin' vandals. Hunt 'em down, Admins please. racooon",1
"  == It isn't 1998 ==  Stop using the font element, you fool.",1
  don't u dear delete my page again alrite u nigger,1
", 19 March 2006 (UTC)  Main page sucks  16:37",1
 because your are dumb as a fucking rock,1
 SHOULD KILL MYSELF!!!!!!  ,1
"NATE 3RD Warning, quit altering MY page with your lies",1
Jesus can suck my balls.  ,1
"  :::You can take WP:NPA and shove it up your ass, loser. )  ",1
   Thanks. Please go fuck yourself. Ty!,1
", but feel free to abuse my 15 year old fag ass",1
"  WTF EVER - from waldo, you guys are SO junior and lacking!",1
a small greek fashist such as ,1
 : you gotta be kidding you arrogant SOB!,1
   I fucked your dad last night you fucking whore assed cunt.,1
"  == vandalism . . . ==  fuck you, waggers.",1
  PLEASE STOP VANDALISING MY PAGE ,1
  go to hell you gestapo!,1
 :Recommend you stop your vandalism.,1
 :Tell me how big your boobs are and then I'll stop.,1
"  == Fuck You ==  Fuck you, douchébag",1
freakofnuture can suck it!,1
"Be nice and don't be a dick, or I will kick your ass.  ",1
asshole im still editing,1
"  You're wrong, and you're a grotesquely ugly freak - thanks.",1
  == Tom Likes it Up the Pooper!!! ==  BY MEN!!!,1
comment this page is dumb and should be removed    ,1
   That was a perfectly valid edit. Go fuck yourself.,1
  == You are scared of me ==  Danish hater,1
  == Here is a giant vagina photograph ==  ,1
  == ur kind of a douche bag ==  yeo,1
 Are you from AGN?  The sucky site?,1
TO PULL THEIR HEADS FROM THEIR COLLECTIVE ARSES,1
  == wtf ==    your a queer,1
 bJoel is actually a very gay boy,1
  FUK U BITCH U BEST BAN ME NOW,1
   SO ALL BLACKS ARE VANDALISTS NOW HUH????,1
  == Fuck You JohnLaTex ==  Who are you??!!,1
WILL KEEP VANDALIZING YOUR SHIT!!!!!!!,1
  ILL COME TO YOUR HOUSE ND MAKE U SORE BETWEEN UR LEGS,1
th            i suck    e,1
  you are compleately out of your mind!!!!!hahahaha...,1
  ==You suck your family members' cocks!==,1
  GET THAT OUT OF HERE!  RUN3$C4P3 !$ G4Y,1
tries to impose its will on everyone.,1
Kevin is a cockslap and eats his own mother's pussy.  ,1
  :You say I am adding nonsense?! Fuck you!,1
  == FAGET ==  ILL DO WHAT I WISH FAT ASS COCK SUCKER,1
" you suck monkey balls, you damn commie fag ",1
"  Go to hell, you power-spinning, pompous arsewipe.",1
  batista is also 300 lbs not 317 thats bullshit.,1
"  You can't handle the truth! You small f-facist, you.",1
  How many niggers does it take to change a light bulb???,1
  NIGGERS ARE BLACK. WHY IS THIS?  ,1
suck my dick. suck mybig harry ballsack and shove it.  ,1
"  ::::: I don't know, will you kill me if I say yes?  ",1
  ==HATE anime== I HATE anime,1
they are retarded niggers  ,1
  == Go to hell ==  Only stooges block people.,1
"  I have a valid reason, stop being a bitch.",1
  Tawker you can lick my balls too.,1
  FAG FAG FAG FAG FUCK FUCK FUCK A LUCK A DING DONG,1
}} cause i said so and dident do shit to u,1
  == I got your message ==  Fuck you,1
  == YOUR A JERK!!!!!!! ==  You are a jerk yo lazy butt!,1
  eh fuck you i dont give a shit,1
  fuck you and your small penis,1
  The truth is vandalism? Only to you leftist traitors.,1
"  Ignore him, Scientizzle is just an asshole.  ",1
SCONES ARE COOL ARD YOU ARE GAY,1
DAYLANS A LOOSER AND IK KANT SPEL        ,1
   JERK ASS!!! WHY DID YOU DELETE MY HELPFUL INFORMATION?,1
  FAG FAG FAG FAG FAG FAG FAG... GET A REAL JOB PANSY!,1
 and sticking your man cock in my ass,1
hahaha my name is danielle nicole meyer and i am retarded    ,1
  == Kungfu Adam  ==  Kungfu Adam is a fucking dumbass.,1
. You have been warned.,1
", and it's mean as shit",1
. It tastes like shit,1
 MR laws is a homosexual,1
'WHY DID YOU REVERT MY DAMN EDIT?',1
   ==Fuck Off== You should not have come back,1
 I am reverting his vadalism to MY USER PAGE!!!!!!    ,1
   Or maybe you are?  But fuck it.,1
Welcome to the Nazi website.  Where's Hitler?,1
"`::The word is ``uncivil``, you brain-dead mouthbreather.   `",1
"  Oh, stfu or we'll nuke you.",1
" ::::Of course I am right, dammit!    ",1
 :Your behaviour is unacceptable.  ,1
 i no it would be very interesting to see my poop,1
  This is being taken to WP:AN/I. You are dead. — |  ,1
" :Shut up! I know it's vandalism, you awful cunt.",1
 :oh shit you gon get banned,1
  ==Hello== Dude your mother is totally hot.,1
 ::what the fuck was that!? ,1
    DEVIN PYLES IS GAY!!!!!!!!!!!!!!,1
TONY BLAIRS A TOSSER ,1
  == YOU ARE A PRICK ==  ASSHOLE,1
"  fuck your couch, nigger!",1
 == Yanksox is a Lying faggot!!!!!! ==   ,1
 == Yanksox is a Fucker!!!!!!!! ==   ,1
 == Yanksox Sucks Dicks!!!!! ==    ,1
 == You fake bastard.  This site is a fraud! ==   ,1
   u suckkkkkkkkkkkkkkk,1
"harrassment, sysop abuse and disruptive projects.'''",1
"Oh, stfu ruber chiken.  We'll invade your country.  ",1
"  :ARGH, YOU JUST DONT GET IT, DO YOU?!?!?!?!?!??!! ",1
   I am asking you to promptly naff off.,1
"And I believe you're being an arse, but hey, I cope....    ",1
   How the F am I vandalising? Where am I vandalising?,1
get out my large penis,1
 must suffer for his actions}},1
You're full of shit.  ,1
  ==antares==  this is one big motherfucker,1
"  I'm not your son, you crazy bugger.  ",1
  You arrogant administrator homosexual bastards fuck off   ,1
   I suggest you get some mental help.  ,1
IDIOT== WHY'D YOU DELETE MY ARTICLE FUCKER?  ==,1
  == fuck you ==  youfuckingidiot,1
"   At any rate, I still think you are a fuck face.   ",1
", what ever you do. Do not be gay",1
  u guys are fucking morrons,1
 u guys are all a bunch of jerks fuck u i hate you,1
```you suck monkey butts`` said George Washington `,1
"I didn't vandalize a page, you've got the wrong guy. ",1
  ::LOL. You are a moron.,1
must be queer yourself to care about it.  Jun 14,1
  == omar wears a strap on ==  pussy licker!!!!!!,1
  == ECHELON ==  Respond to our comments noob.   ECHELON,1
 it's gay i can do better  ,1
Like having sex with inflatable animals?    ,1
"  Go F yourself m fuker. You are a modi ass fucker, homo",1
 :Sango123 likes to suck cock.,1
"why was i blocked, cock suckers? ",1
  ==Upskirting== I enjoy looking up women's skirts.,1
I HOPE ISRAEL GETS WIPED OFF THE MAP ,1
   YOU ARE WAY OFF PRICK  ,1
 SIGNED MY SHIT DON'T STINK,1
 ==Wil Wheaton== Wil Wheaton loves star wars you jerk,1
  == Hello ==  Y are u so gay!,1
"  == Hello? ==  Are u there dick, wars back on!!!!",1
  : why you vandalize talk page seriously mang ((((((  ,1
  shove a lollipop up your cunt ,1
"  == I WILL FUCK YOU UP, YOU IRISH PANSY ==  FUCK YOUR MOTHER",1
 you are a gay anti-hindu bastard,1
"  == Shutup ==  U ain't nobody, U ugly gay fag,",1
  ==Jackass==  You are such a jackass.,1
"  == Editing Wikipedia ==  Fuck You, you anal rapist",1
  :HumbleGod likes to fuck his horny cousins!,1
  Oh Okay! Do you get paid to be a bitch?,1
 - the biggest dick licker on the planet earth.,1
  STFU and kiss my asshole,1
And you can join him too in shutting the stfu  ,1
  == you are an asshole ==  .,1
"  * Kiss my tookhes, stupid.",1
"`  :::Also, I said UNLESS ``you suck``.  `",1
"   ==Radisson, not Raddison, you idiot!!!==  Enough said.",1
  King of Hearts is a faggot! =) That is all.,1
            fucking germanian piece of shit,1
 read the bible you cunt,1
   == translation: You are an impotent fucker. ==,1
one. ==   == translation: You are an impotent fucker. ==   ,1
  Myanw is a cockteaseing homophobe.,1
", more like gayfagonaplane",1
Err:509,1
  == amide ==  why did u edit tha damn page?,1
hurt your goddamn feelings,1
  go fuck yourself until it falls off ,1
Richard is a gay dancing HOBO>HOBO>HOBO!,1
NIGHTSTALLION IS A CUNT  ,1
Clean my act!? More like clean that mouth of yours.  ,1
  SHUT THE FUCK UP YOU GAY NERD FAGGOT.,1
 fucking me hard because i am an e-geek,1
OMICRONPERSEI SUCKS GWERNOL'S VAGINA DAILY.,1
deleting good articles fuck bag,1
  == you == don't stalk me god damnt,1
" *the earth is 6000 years old, don't be stupid",1
 ::See the edit reason you muppet.  ,1
she's a nazi apparently  ,1
"Warning, Another Warning, Final Warning: Your Foul Conduct.  ",1
Fucking Faggot  This guy is a total fucking faggot    ,1
  == ps ==  you are a faggot with a clipboard  Megna,1
Err:509,1
"  ::::From now on, you are dead to me. ",1
  :Piss off if you dont like it!,1
  ::Who the hell said I was experimenting? You tool. -  ,1
 I suggest you kill yourself.  ,1
".  Tough fucking shit, buddy.  Request denied",1
"  == yo ==  what is your problem, motherucker?",1
"  == yo ==  what is your problem, motherfucker?",1
  ==Dumb Bastard==  What is an ass-berger?,1
  == you childish stupid idiot==  Get a life animalfucker. ,1
 bomb is going to blow in your country go save your country,1
AppoloBoy Sucks big fat elephant dicks....,1
  == You smell like doo doo! ==  You stink!,1
VANDALISE MY ASS ==  == ,1
  Fuck you Buddy!!!   == Go suck a cock! ==,1
  Your mother is illiterate!,1
". Crzrussian, slit your wrists",1
  ==Screw You== This High School hates Wikipedia,1
  == Faggot ==  Enough said,1
"  == Cunt ==  You're a cunt, Emilyn.  ",1
"   Get the fuck off my page, you motherfucking mullet!",1
"  you suck, just kidding",1
" ::Oh god, why don't you just fuck of and die of GAIDS? -   ",1
Tom Atkins is a queer and so are you.  ,1
"I hope you get cancer, you pedophile.  ",1
  == why you are a bastard ==  I hope your dog dies.  ,1
  PENIS DOODLE IN YOUR EAR AND ALL YOUR MUTTS ,1
 Arrghh...im sick of these stupid blocks i.p blocks!,1
Bullshit from wikia fanchildren ,1
Canadian-Bacon is a fucking douche bag.  ,1
  == you ==  Do you know you come across as a giant prick?,1
"  Yiur house is ugly, too.",1
fuckin crikey fuck off ya fuckin bloke. Crikey.  ,1
  == The TNA fags need to stop ==  Buncha pussies,1
  == bastard ==  why do you hate jonathan pacheco...you dick!,1
 u can kiiss my ass !!!n suk iit biitch ,1
 (aka I suck at life),1
  == Communism ==  U are gay,1
hate you and think you are too way too dam fat.I ,1
I shit on your parents graves! ,1
  == WTF??? ==  What the hell did i do???  ,1
  ==FUCKKKKKKKKKK == FUCKKKKKKKKKK  USA  FUCKKKKKKKKKKKKKK,1
   please stop touching me innapropriately,1
you have a sandy vagina  ,1
"  Take this how you will, but you suck Big Black Donkey Balls",1
And i dont know who the hell taraka is but i am not him .,1
NIGHTSTALLION  IS A CUNT   ,1
You must be a sock. Your request was your only edit.  ,1
 - good for masturbation,1
and suck a dick two times every hour until sunrise   ,1
    You are Hitler's missing bollock,1
"   Second level warning my arse, you American cunt",1
p.s. you are a wanker    ,1
p.s. i pissed on your mothers grave you jews  ,1
"  Stick it up your arsehole, cunt",1
  == nigger dick shit ==  YOU ARE A BIG NIGGER DICK SHIT,1
  :::Everyone knows Tony Sidaway is gay.,1
  Fuck you Sandra Oh is so goddamn ugly it's ridiculous.,1
LL EVER BE FATASS GO FUCK YOUR MOM AGAIN,1
But what if you *are* a fascist? ,1
  == Nearly Headless Bitch ==  You're retarted,1
  FUCK OFF YOU COMPLETE TOSSPOT.,1
  == Wanker ==  Charles Knight is a complete arse wipe.,1
  == Charles Knight is an anal king ==  I have proof.,1
  == FOR FUCK'S SAKE ==  KILL THE FUCKING SHITHEAD ALREADY!,1
  yea soooo  ur stupidd!!!!!!!!! loser,1
THIS MAN SHOULD BE SHOT FOR WAR CRIMES AND MURDER  ,1
  ==HO==  BITCH!! DELETE MY SHIT AGAIN!!,1
  == niggah ==  hey fool whyd you delete my article?,1
oh yeah and i suck cock,1
I am a sexofendr people so wath out girls.,1
  youre pretty ugly for a gay anime fan,1
 etc. This person should be blocked from Wikipedia.,1
Thanks for being an ass when I tried to help.  CFHS grad.  ,1
  I think he is a gay fag!!!,1
  == mildred taylor is  ==   she is totally stupid o.j,1
  == mildred taylor is  ==     she is totally stupid o.j,1
", could be so kind as to suck my dick too?",1
  Bold textYPU GUYS FUCKEN SUCK!!!,1
  SIGNED ANON SO SUCK ON THAT YA FUNKMUNCH,1
  Your cause is nonsense.  You are a Mossad terrorist.,1
  == Arg. ==  THis shit is not CREDIBLE!,1
     fukin arseholes dicks cunts die u priks,1
|fukin arseholes dicks cunts die u priks ,1
Shut the fuck up you tight-assed shithole!  ,1
   I say:  Shut the fuck up you tight-assed shithole!,1
  fukin dicks a dont care u pricks die all of u,1
!!! I have a small penis!!!,1
  == dude  ==  y r u such a fukin nerd wit no life?????,1
  == sloking man has np penis ==  But he does eat babies!,1
I want to masturbate with you. ;;  ;;,1
Maybe. as long as you stop correnting and annoying me.    ,1
No. I don't want to be ur friend. bitch    ,1
SUCK IT!!!!!!!!!!!!!!!!! HAVE A NICE DAY!!!!!!!!!!,1
 :That attitude won't get you laid,1
  I LOVE SUCKING COCK!    GIVE ME CUM OR GIVE ME DEATH!,1
Ur Mom Kicks Skibbles,1
  == hey m00 ==  you are the worst,1
  Also bring back the brendle article you piece of shit.,1
  you animalfucker get a life / Chairmanofall,1
GO FUCK YOURSELF NIGGER,1
                 you suck  ,1
  Yall are such babies.,1
    how dare you i did research dont you know who i am,1
  == You! ==  YOu leave me alone asshole!,1
What the Belgum is wrong with you?,1
IN THE ASS BITCH FUCKING COCK SUCKER!,1
 Hitler is an asshole.,1
  COMEDIAN?? I AM NOT A BLOODY COMEDIAN. I FUCKING HATE YOU  ,1
"  I guess so will you if you revert again, bitch.",1
fuck u u stupid fagget block me i dare u,1
    Okay retard whatever you say have fun being a loser!  ,1
        YOU SUCK!!!!!!!!!!!!!!!!!!!!,1
 to use on Aaron Christianson because he is gay,1
they are bumholes they got killed,1
 rumor has the dicks explpoded,1
  ==fuck you faggot == fuck you faggot   ,1
I am no sockpuppet. Sorry fuckers! ,1
  GTFO U LITTLE NOOBLET,1
  Fine.  I will destroy you.   Xchanter,1
"  == FUCK YOU ALL, LOSERS ==  FUCK OFF MY PAGE, FAGS",1
  == Ey!!! ==  You should better watch yourself!!!  ,1
.  In another life you know me very well you lunatics.,1
dont try to spook me you dick!,1
"  Because Propol, your a little fuck",1
  CHickens has no penis,1
gay charver that no one likes,1
Help bring Wikipedia down.  Down with Wikipedia.  ,1
"  == Pig ==  That pig looks scary shit , hehe",1
Bull Fucking Shit You Racist Scumbag,1
Simon Mills is pretty gay. It regularly takes it in the anus.,1
suck my dick irish guy you faggot  ,1
"  == Sweden, LOL ==  Sweden sucks.  ",1
"  you retarded microsoft nut, dont argue with your superiors",1
  I think he's a prick.,1
  == A question ==  How big are your boobs?,1
  This Ghirlor is a fucking moron,1
   dear omni looser stop editing my crap then die    ,1
"  No one is vandalizing assholes, so get it straight!!!",1
  == Fuck you! ==  It war now asshole!! ,1
  == u r mean as hell ==  fuck u lol AMIRITE,1
You Are Still Very Gay ,1
the ass so you can see what it feels like!!!,1
  wiki sucks ass. from admin,1
 this guy is a complete tool ,1
this fucking wikipedia forever,1
Gay Sex  Demiurge is always up for some hot gay sex.   ,1
   == Gay Sex ===  Demiurge loves it in his Irish ass.,1
  == Dude ==  Dude stop busting my balls.,1
  Budgiekiller is a panzy,1
      fuck you Gwernol go suck wills cock,1
   reply back fucker or are ya 2 busy fuckin ya mother,1
 < Whoever wrote is a cunt,1
"  =You can eat pork, but you murder Palestinian children=",1
MY IP IS DYNAMIC AND MY PENIS IS 10 INCHES LONG ,1
  ==fuck you==  fuck you majorly. suck my dick asshole.  ,1
  == hello == eat shit and die you cunt  ,1
  == but what if i am gay ==  i need to know,1
  FisherQueen can suck my hard cock!    ,1
  == FUCK YOU ==  70.17.2.2 Forever,1
 Viridae you suck Mike's cunt nostril discharge!,1
 THESE BOOTS ARE MADE OF PUPPIES.  YOU SICK PEOPLE. ,1
Why the hell was this page deleted? Bloody vandals.,1
" user:Gwernol Is Gay, They Blocked Me",1
 ==Rafael Araújo== Hey  moron  ,1
  == wikipedia ==  i hate wikipedia if u hate it join this,1
" your a cunt Chovain, suck it ya minge ",1
  == my apologies ==  suck my junk bitch!!!,1
  He is a Nazi Nordicist.  ,1
"  Dude, dude fuck you!!!",1
. Even though it is fucking cool to vandalize wikipedia,1
I'm gay with Vodka in my pants. ,1
   This guy is an idiot.   ,1
  == J .Mabel you are a GARBGE! ==  You delete Sorin Cerin?,1
  == J .Mabel you are a GARBAGE! ==  You delete Sorin Cerin?,1
   == faggs ==  why dont you make a fucking character article,1
  == I HATE YOU! ==  == I HATE YOU==,1
" I FUCKING hate you, ecto.",1
"  MOTHERFUCKER, DONT BE CHANGING THE FUCKING GTA TIMELINE!",1
  == you suck it big time ==  you suck it big time,1
  == you suck ==  You suck gurch,1
", im going to knock you over the head with a baseball bat",1
.  I hate your freakin guts,1
  == you suck hardcore ==  yep you heard it,1
 IT'S MY TALK PAGE YOU FAGGOT  ,1
 # Merge or Delete - What the hell?   ,1
  == Are you ==  fukking ugly?,1
Knob Jockey== You Gay For Deleting Factory: The Musical    ==,1
 ::Emoticons suck.   - '''' -  ,1
You Smell== You Smell    ==,1
  == Look at me! ==  I can underline shit! Cool!  ,1
spent the worst 3 months of my life in this hell hole!,1
"oh, and armarkov, you fuck and are a cocksucker. ",1
"  Shut Up King Bee, your a stupid idiot, you're the vandalism",1
  oi wanka...get a life,1
 * Wtf ur a asshole no advertising pls  ,1
I LOVE FATTY SEX MMMM,1
  == you fag ==  WAAA WAAA I'M A HUGE GAY (says you),1
  == Knob Jockey ==  Your a fruit for deleting my Page Ass   ,1
 nerds attempt to block it? This is communist.,1
  ==Becouse no one gives a SHIT...==,1
-Because it was put here by an ASSHOLE...  ,1
"`IT'S SPELLED ``VANDALISM,``  == RETARD! ==   `",1
"`  == DIPSHIT ==  It's spelled ``vandalism,`` retard!`",1
  - Stealthusa is an artise of the ass.,1
 EVula likes having gay sex with men!,1
  == Imperialist bastards... ==  ...,1
 :hurt? i'm alright and don't give a damn fool.  ,1
  I said go fuck yourself you robotic piece of cunt.,1
" EVula, answer me, got damnit!",1
  == Massive disruption my ass! ==  {unblock}},1
    COS YOU'RE A FAT BITCH  ,1
  Shut the fuck up you wannabe cholo scum.,1
"  You can fuck off too, you Twatus Majorus.",1
  == I don't like you ==  I will hurt you.    -  ,1
  == Dick ==  Their principal is known to be a dick.,1
Dimerge is a jackass == == ,1
  your all a bunch of wankers   ,1
  Fuck the Killers and Fuck you too.,1
  you are a fucking retard,1
  == Dear Gay Man == do you have AIDS?,1
 graham broad is a total loser. yes website woooo gay,1
" Block and be damned, you cowards.",1
"   You useless asshole, keep your misinformation to yourself",1
  See WP:BLOW ME for my response.,1
"Suck it again, twerp.      ",1
"  == RE: ==  Punk ass snitch, get the cock.  ",1
  == Who r u? ==  who the hell r u?,1
   == You. ==  I despise you.,1
  == hey buddy ==  You suck asshole,1
  you're a faggot for reporting handlfield,1
   go fuck yourself prick,1
   ==Up yours== Don't deleat my articles Bitch.,1
