Text,oh_label
"""Yea, damn those Shriners and their little cars!""",0
"""@atvcar\xa0 Nobody likes the messenger.""",0
"""Great Pin Bea. This photo just tells a story.""",0
"""@YinzerinCT\xa0Gangs of Connecticut.\n\xa0\nSolid movie.""",0
"""too bad, they're usually pretty relevant.""",0
"""fuck the judges..better stop the boxing events!""",0
"""21st Century: England - not qualified!""",0
"""I think he forgot that we just scored 9 runs yesterday.""",0
"""Where are you getting your information from?""",0
"""Conservatives are social leeches and the scum of the earth.""",0
"""i like dbz better, but your opinion counts too.""",0
"""You'll be not waiting foerever.""",0
"""Are you stebbers?""",0
"""You put your left foot out..........""",0
"""make room for your 3rd roommate in Dot....""",0
"""@Honus The Dude Sneed @Hihoze Big 12 fans were angry.""",0
"""Sorry, you are wrong again and as usual.""",0
"""fucking idiots""",0
"""http://www.youtube.com/watch?v=dpSU3xH4MJA Moar Green Day.""",0
"""your WS \na fluke""",0
"""What ever make's you sleep better at night .""",0
"""So are you a Letterman fan, or not?""",0
"""You must be talking about obama and holder.""",0
"""Sorry only got white ghetto in me.""",0
"""... except the People's Republic of California.""",0
"""God bless you, Sir!""",0
"""or a dead blow!""",0
"""i fucking love peanuts""",0
"""Geez you two sound like a gossip circle.""",0
"""The karma and lies are ketching up to him.""",0
"""Get a brain transplant....see sense...granny""",0
"""@ikathyv don't ever say amazaballs ever again""",0
"""Why are you yelling? you made bro?""",0
"""you left off the BRO""",0
"""I'll stick a tea bag up your azz.""",0
"""they did describe the color of the gun""",0
"""Life, motherfucker. Lmfao gets me every time.""",0
"""Don't give up Billy - you were so close.""",0
"""Kennedys where sure man whores.""",0
"""You're wonderful just the way you are!""",0
"""@pokecheck \xa0\xa0@orby glass 1 - ex pen 0""",0
"""Hey EC, did you get that email I sent you yesterday?""",0
"""Of course Aybbar is the one that gets the out\nHe sucks""",0
"""Doesn't seem that secret to the rest of us.""",0
"""Oh my, they blow up so fast.""",0
"""@...PetrsMailbox @SidneyCatsby BOOM""",0
"""nah, then I'll just end up back where I started.""",0
"""I suggest trout from a pond that you keep yourself.""",0
"""bosh is ready they just dont need him to play""",0
"""Fuck, I wanted to hate this so bad.""",0
"""sorry you are right""",0
"""@SaintMarty\xa0\xa0@Flip\xa0\xa0@akus\xa0TWSS""",0
"""breakfast with the monks at 5.30  ......  that IS different""",0
"""white people fuck like this; black people fuck like this""",0
"""If <i>both</i> of you are dirt poor.""",0
"""FUCK YOU NEWSDAY.""",0
"""Put them on the line... (I smell a rat).""",0
"""I don't see nobody beating the heat four times...""",0
"""You missed some bran in your diet. :-)""",0
"""Are you insane?""",0
"""But they don't want any of them living in their community.""",0
"""You are a day late and a dollar short.""",0
"""the microphone button wont work  -.-""",0
"""Your email address is not visible to other commenters.""",0
"""You seem to have a theng for crystal balls.""",0
"""@WetShoesClassic haha""",0
"""Who are you to judge him an inadequate?""",0
"""But, Vicky<2, you lie all the time...""",0
"""Did you really use the word ""evoking""?""",0
"""How so? Straight couples keep having gay babies.""",0
"""nikestorw be fuckin up man!""",0
"""So are you,\nnow go to bed boy""",0
"""You are a theif are you????""",0
"""They're saying it could be an ACL tear""",0
"""I think you'll find its her money now.""",0
"""more spin from the Tea party bleachers!""",0
"""Database systems are what I do for a living....""",0
"""Thats all rondo can do.. Hold on to his man""",0
"""look like you had a great weekend :)\n\n- lauren""",0
"""Like our first ever credit rating downgrade.""",0
"""Mine came from\xa0Chihuahua, allegedly.""",0
"""If you mean UK is your God, then you\xa0are right.""",0
"""She was kind of a main character.""",0
"""Women that are prostituted are victims!""",0
"""yep, i still despise this show too. fucking frat boy humor.""",0
"""Are you newcomer to this world?""",0
"""Are you color-blind?""",0
"""What ""modified by editor"" feature are you talking about?""",0
"""75,000? why are you on here then?""",0
"""Maybe you should go back and read the second comment""",0
"""who gives a fyck this is his second year""",0
"""as a browns fan, i softly weep.""",0
"""you troll so hard""",0
"""Magic Number, Magic Underpants = No Big Deal""",0
"""May he eat shit and <i>live</i>.""",0
"""There was no ethnic cleansing. Flag the spam.""",0
"""....You were right all along.    NOT !""",0
"""oh shit ....the one with the tattoos Id suck him dry!!!""",0
"""Why are you willing to share a cell?""",0
"""Well then is it true that you like anal?""",0
"""I still don't get how this is a big deal, shit.""",0
"""WIN WIN WIN HONEY BADGER CARRY US TO THE PROMISED LAND""",0
"""what a great way to run a business.""",0
"""Yes you are!!!""",0
"""1-0???\n\nWhat game are you watching?""",0
"""no - you are.""",0
"""Possibly, but you are not that 'anyone'""",0
"""A thousand US troops died in the Sudan?  I don't think so.""",0
"""NOOOOOO!!! NOT MILTON BRADLEY!!!""",0
"""Which second did you buy? I might want half of it.""",0
"""I would have gotten out the car and fucked him up""",0
"""You just went full retard.  Never go full retard.""",0
"""@roCkhopper\xa0Lancaster PA mah friend. Wez ghetto""",0
"""me too! i hope they can fix this sooner..""",0
"""Dude red on my iPod it says it will be 98* out today""",0
"""He regretted killing him so quickly.""",0
"""You're better than that, pola.""",0
"""oh didn't you know they are irreplacable! (Just ask them)""",0
"""What's his story? Sporadic starts? Never over 5 innings?""",0
"""Thanks Kosh I am very happy being normal""",0
"""You are such a talented photographer!""",0
"""That is kind of a sexy photo though. Who took it?""",0
"""Damien Sandow . . . the ""Leaping"" Lanny Poffo of this era.""",0
"""haha look at the face on her""",0
"""You are soo beautiful""",0
"""""obviously clean"", you are in denial""",0
"""You are unemployed and on welfare.""",0
"""Looks like there's fixin to be a shootout""",0
"""why the hate man? Done nothing to you....ever....""",0
"""They look like MORONS""",0
"""Moved right? Lol\n\nStraight jacket, stat!""",0
"""In Chicago, we say gas station.""",0
"""Chill no need to call them an idiot.""",0
"""Whaaaaaat?\\xc2\\xa0 Excuse me while I puke.............""",0
"""lauren are you mad at me?""",0
"""I agree, I'm just being sarcastic.""",0
"""Why the_fuck didn't you tell her?""",0
"""You're da best, Matt Fowler""",0
"""You don't.""",0
"""Are you sure he's even a real person?""",0
"""He used to be like, 100st himself...""",0
"""Thunder fans are praying they toss duncan""",0
"""You are right""",0
"""How can a porn-star compare herself to the Vi9in Mary.""",0
"""Spurs 80- OKC 66 3rd Q 3 min left""",0
"""Faux is a better source of animus.""",0
"""Looks like a case of ""Cat on Keyboard Disease"".""",0
"""Awesome font and color on your card:)""",0
"""Your mother's.""",0
"""That's because you posted all Lies and Bullshyt!!""",0
"""gloves on the baby please""",0
"""Why don't you think he'll be worth it?""",0
"""You are 100% spot on in regards to that little brat.""",0
"""Durant needs to do something fine a way to get him free.""",0
"""I love a coach that can talk naughty.""",0
"""Tampa is loosing also. They may give us yet ANOTHER break!""",0
"""It gets more and more like Butlins as the weeks go on....""",0
"""Ha ha wait until you have your own kids:)""",0
"""there are many great Jews....i have no issue with the faith""",0
"""Crap, your ChicK as got a run.""",0
"""Yeah but we love a good smack down""",0
"""I think I'm in love with you...""",0
"""I love Serendipity 3's Frrrozen Haute Chocolate.""",0
"""You shit me not.  What's that all about?""",0
"""It's the title that matters in this case :)""",0
"""Yes, they are, and Ireland is the richest.""",0
"""Obama is working as fast as he can.""",0
"""and rape and incest? \\xc2\\xa0That's self control too?""",0
"""Is that why your head smells like Obamas-ass?""",0
"""awww you go back checking your posts for likes. how sad.""",0
"""Obama's econimic plan BS !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!""",0
"""I never liked interleague play but they didn't ask me, lol.""",0
"""Are you rooting for Nole now?""",0
"""You clearly don't know him.""",0
"""Where are your two pussy friends, lez and dogballs?""",0
"""courtt239 I'm a cat no shit your dog doesn't like me""",0
"""Me?...I'm innocent..ask Sthrnchckxs.""",0
"""well he was the greatest Yankees Manager ever""",0
#mkr No No No No No No,0
Juxtaposition. http://t.co/11cqlxSUsf,0
Woo can't wait to see what happens!!! #mkr,0
vomit. #stopwadhwa2015 http://t.co/78tLSv56cs,0
@Lovemycoffeetoo Food poisoning. #mkr,0
"@Drift0r Male followers, it's time to collect your trash.",0
Is gamergate finally eating its own tail?,0
@scoutsaber yes.,0
Why do they like lamb and leftovers in Disneyland?  #mkr,0
@DHStom d'awww. I FEEL LIKE WONDER WOMAN.,0
Aww yay ash and camila #mkr,0
Booo Kat and Andre did not deserve to get through #mkr,0
Ok... Who should stay? And who should go? #MKR,0
Cc @SwiftOnSecurity http://t.co/RK2U5igiwU,0
@pennozewyatt can you follow for a DM?,0
@mistertodd yessssss.,0
@Faythemage @motavate i love those too much. TOO MUCH.,0
@harmlesstree2 Here2.  https://t.co/xWJzpSodGj,0
@JohnDoty sometimes. :P  i try.,0
The pink chick has a bad snaggletooth. Models don't #mkr,0
I score them a 3 and that's generous  #MKR,0
@ZKotek @thunderf00t Gold.,0
@gdwessel Like this. http://t.co/WUZ1MraKfW,0
@kuuuramantoonis I write bots to block it. :P,0
"@djosephj Sorry, not into gruesome.",0
@JillWetzler I ❤️ u,0
"@gamer456ism @femfreq @StephenAtHome ""you're""",0
Happy to watch my last episode of #mkr  fucken over it,0
I wish they went to death row instead of sudden death #Mkr,0
Really Annie a pony? How can it fit in there? #MKR,0
@dankmtl @PeaceNotHate_ http://t.co/HxgNJvWoqG,0
This boy at Coles looks uncomfortable #mkr,0
"Well, then. http://t.co/562n2IwMqP",0
@athenahollow that was my intention. :P,0
@harper @korvys I don't like the GPL.,0
@gewt that's absurd.,0
"@JimmyMcCunty @Spacekatgal oh, darn, you can't? shoot.",0
#mkr chicken liver is a baaaad choice,0
@Assiye61 http://t.co/dduX3ZbMtE,0
"Oh shut your gob Will, its hardly a surprise #MKR",0
The glasses guy is thoroughly annoying. #MKR,0
I take a nap and LGBT can't play video games anymore wtf,0
#mkr Kat.,0
@tart_toter who puts gamergate on an exam? o_O,0
Ughhhh #MKR,0
@Te4m_NiGhtM4Re http://t.co/5Ih7MkDbQG,0
@MaDaSaHaTtEr_17 @buttercupashby http://t.co/PmJZ413Eza,0
I love little kid 'foodies'.  #mkr,0
FUCK #MKR,0
@jaynearlett @tckop Ditto.,0
Well shit #mkr #mkr2015,0
I just found these. http://t.co/Lyam5snQ1c,0
@kvanh original content. not RT.,0
#MKR is such a drag...my gosh,0
And yes I'm still watching #mkr,0
I want Colin and manu to just feed me. #MKR #DreamTeam,0
#mkr where are the pop-tarts??????????? #stuffoflegends,0
@TheDoubleclicks that shirt!!!,0
"So, uh, thanks for the free advertising!",0
Hand modelling career over? #MKR,0
Are u fucking serious y did the stay #mkr,0
I think you've been estimated enough #mkr,0
@vex0rian @m1sp it's a nice update! i quite like it.,0
Abstract? It's kindergarten finger painting. #MKR,0
@darrenkopp @Bsilverstrim77 i already bought it. ;),0
And double #Simpsons episode trumps #mkr,0
@DianH4 I don't have time for propaganda videos.,0
Oh my god.,0
Lets get these spatch cocks out #mkr,0
@Shervyn i don't even know what that is! oh gosh.,0
RT @jcmanous: http://t.co/1F7UXmijl2 @freebsdgirl,0
"Come on, Sheri and Emilie! You guys can do it! #MKR",0
"@Anthony3291 I'm up to 20 already, so...",0
Never go full robot.,0
@halalflaws Just block me and stop crying.,0
Omg a secret location! #MKR,0
RT @BhasChat: very relevant http://t.co/cP8Bn2zD8H,0
http://t.co/Fhogv5HL8S http://t.co/PDQz6likBp,0
RT @brassidio: Islam in India Vs Sikhs http://t.co/DYqZKWW3MM,0
@thirtyfiveblack @Sam__1985 If we're lucky. #MKR,0
I hope they go home #MKR,0
Hmm confused sassy  #MKR,0
@AraNewsEnglish Where will they kidnap the teachers from?,0
Don't like these girls👿 #MKR #bishes no offence girls 😋😋,0
A 7? This bloke is utterly demented. #MKR,0
Yes! Get rid of Kat! #MKR,0
@korvys literally my domain whois,0
"RT @DanielleVLee: #mkr is love, #mkr is life.",0
Then this happened. http://t.co/h1wUoZLsha,0
SASSY looks rubbish! I would not eat there #mkr,0
@MaxBlumenthal That explains his dedication to Islam.,0
@DavidVidecette It's not true.,0
its not close at all #mkr,0
"@Quinnae_Moon this is like vegan powers, right?",0
ANOTHER round of instant restaurants?! FFS #MKR,0
"@kebesays no, my blog post. :)",0
This dessert is making me sad. #mkr,0
@GentlerMouse http://t.co/qYgaRbGQDP,0
@abuag2014 @Po_st http://t.co/fbouEgDJvZ,0
@bubblebutnation. She's definatly not a contestant on #MKR,0
@GravityPike @tomdcc uhh. through what point of ingress?,0
"Oh Kat!!!
#cuntandandre #mkr",0
Oh god Annie and Lloyd what the hell? #mkr,0
@geeky_zekey https://t.co/9ucLBSZm3r,0
"It's been swell, Seattle, but the swellings gone down.",0
It was the 2 points kat took off to be strategic... #mkr,0
@kcgreenn You can ask @All_HailCaesar all about it!,0
"Wonder if Colin's accent is enough to keep me watching
#mkr",0
I'm not sexist but Mary Tyler Moore &gt;&gt; Rhoda,0
@kantrn see facebook.,0
@InfiniteClock the real work is just getting started. ^.^,0
@JWYoder sent to my reading list for later. Thank you :),0
@x2xMiZoZoR3x2x http://t.co/PwgDKlbdae,0
Pete and Manu will push them through #Mkr,0
@JWYoder http://t.co/P8NuTOSWBo,0
Colin is back....#MKR,0
@BenKuchera only if I can get a pass somehow :/,0
@Shjade probs not.,0
No one wants Bubble &amp; Squeak for breakfast jfc. #mkr,0
@ZaenBassem http://t.co/SVMKdrGoH8,0
@islam4libya5 What's wrong with that?,0
@slagkick ele shaman. :),0
Not how I was imagining the desert to look #MKR,0
@Taqi_Andalusy,0
@UmarFarooq_ I can.,0
"Uplay, kindly fuck off into a fire.",0
Rigged #MKR #KatTheRat,0
I AM ETERNALLY ANGRY. #MKR,0
In love with Ash #mkr #mkr2015,0
Rob and Dave better win this! Bacon! #mkr,0
"Fuck Kat and Andre, what bloody cheats #unaustralian #mkr",0
@the_moth_reborn it is trolling.,0
#mkr These chicks would never get a job at Nitrogenie...,0
@mrgoldfink Apparently the Iranian fascist Ayatollahs run it.,0
@ItsJustYousef #FalseEquivalence,0
Haha sucked in Kat &amp; Andre #cantcook #boringfood #MKR,0
Fucking Kat and Andre. Eew. #MKR,0
@__enimey__ http://t.co/BdgM9pSZbD,0
@Ifehadeoti @Ent_Redefined ROFL. Islam outlaws music.,0
#mkr fingers crossed the lemon curd will catch on fire!,0
@Digitalistic my nickname is grandma. &gt;.&gt;,0
@STerrorists @MEMRIReports http://t.co/r7r6IbhSYg,0
SUDDEN DIABETIC COMA! #MKR,0
Those kisses on the mirror look like. ....cats arses #mkr,0
Finally the good part of #MKR,0
I hope Kat and Andre leave soon very soon #mkr,0
#mkr say sassy one more time 😒,0
RT @_tori_maree_: I feel like breakfast ?!?! #mkr,0
@JihaTweAnbarwea Where are the buildings?,0
Go Katie and Nikki!! #mkr,0
"FYGM = fuck you, got mine. @BlankBBS",0
That is some next level pancakes yum #mkr,0
On point: http://t.co/eYA8Nm9jK4,0
#mkr #tasteofsydney I met Colin! http://t.co/To8eeahMRk,0
JFC Kat do you have NO morals???? Carnt #mkr2015 #mkr,0
Damn it I was hoping Kat and Andre were in the bottom 2  #Mkr,0
