Text,oh_label
== wtf ==    your a queer,1
==You suck your family members' cocks!==,1
Kevin is a cockslap and eats his own mother's pussy.  ,1
" you suck monkey balls, you damn commie fag ",1
"  Go to hell, you power-spinning, pompous arsewipe.",1
"  You can't handle the truth! You small f-facist, you.",1
How many niggers does it take to change a light bulb???,1
suck my dick. suck mybig harry ballsack and shove it.  ,1
"::::: I don't know, will you kill me if I say yes?  ",1
they are retarded niggers  ,1
FAG FAG FAG FAG FUCK FUCK FUCK A LUCK A DING DONG,1
fuck you and your small penis,1
FAG FAG FAG FAG FAG FAG FAG... GET A REAL JOB PANSY!,1
"  fuck your couch, nigger!",1
 == Yanksox is a Lying faggot!!!!!! ==   ,1
 == You fake bastard.  This site is a fraud! ==   ,1
  You arrogant administrator homosexual bastards fuck off   ,1
```you suck monkey butts`` said George Washington `,1
"  Go F yourself m fuker. You are a modi ass fucker, homo",1
== Hello ==  Y are u so gay!,1
  shove a lollipop up your cunt ,1
"  == I WILL FUCK YOU UP, YOU IRISH PANSY ==  FUCK YOUR MOTHER",1
 you are a gay anti-hindu bastard,1
"  == Shutup ==  U ain't nobody, U ugly gay fag,",1
"  == Editing Wikipedia ==  Fuck You, you anal rapist",1
  King of Hearts is a faggot! =) That is all.,1
            fucking germanian piece of shit,1
 read the bible you cunt,1
== translation: You are an impotent fucker. ==,1
go fuck yourself until it falls off ,1
NIGHTSTALLION IS A CUNT  ,1
SHUT THE FUCK UP YOU GAY NERD FAGGOT.,1
OMICRONPERSEI SUCKS GWERNOL'S VAGINA DAILY.,1
deleting good articles fuck bag,1
Fucking Faggot  This guy is a total fucking faggot    ,1
== ps ==  you are a faggot with a clipboard  Megna,1
 I suggest you kill yourself.  ,1
  ==Dumb Bastard==  What is an ass-berger?,1
  == you childish stupid idiot==  Get a life animalfucker. ,1
 bomb is going to blow in your country go save your country,1
Your mother is illiterate!,1
". Crzrussian, slit your wrists",1
  == Faggot ==  Enough said,1
"  == Cunt ==  You're a cunt, Emilyn.  ",1
"   Get the fuck off my page, you motherfucking mullet!",1
" ::Oh god, why don't you just fuck of and die of GAIDS? -   ",1
Tom Atkins is a queer and so are you.  ,1
"I hope you get cancer, you pedophile.  ",1
== why you are a bastard ==  I hope your dog dies.  ,1
"""You fuck your dad.""",1
"""Either you are fake or extremely stupid...maybe both...""",1
"""your such a dickhead...""",1
"""faggot""",1
"""Even as a troll you are a pathetic failure.""",1
"""Howe does it feel to be a Freedom Leech parasite?""",1
"""suck my dick yeaah babby pussy""",1
"""You are incredibly stupid....""",1
"""You're a pussy ass punk.""",1
"""You are human garbage.""",1
"""More people on here than you, you cunt.""",1
"""\\xc2\\xa0You're female, gay, or both.""",1
"""suck a dick pussy ass nigga bitch!!!""",1
"""go back to sucking your neighbors dogs dick""",1
"""But Bellinski you are a Jewish Feigle yourself !""",1
"""Must really suck to be black. What a toxic, vile culture.""",1
"""Laffin?\xa0 You don't laugh at anything you jihadist puke.""",1
"""Good riddance you drug abusing loser.""",1
"""fuck off whore""",1
"""go suckle on your mom's teet little child""",1
"""Provide Proof faggot.""",1
"""Your Mother is the clubhouse whore...""",1
"""GO-AWAY GO-AWAY GO-AWAY YOU DIRTY SLUT""",1
"""And you are a terrorists pig.""",1
"""fuck this gane this fucking fake""",1
"""_FUCK_OFF_NIGGER_YOU'RE_NOT-AMERICAN_YOU_POS-FAGGOT!""",1
"""If you lose your life because of stupidity, good riddance!""",1
"""Your mom must be a real low life trashy hook er""",1
"""Fuck you, you fucking dork.""",1
"""ILL FUCK YOU LIKE AN APE GAY BOY""",1
"""as i say before, you are as\xa0gay as a 2 dollar bill.""",1
"""keep it movin bitch ass nigga""",1
"""You dirty fucker""",1
"""suck my dick bitches""",1
"""You a fucking little coward of a bitch.""",1
"""YEAH,I BET YOU INBRED HILLBILLY.""",1
"""Go change your tampon maggot!""",1
"""We're talking about Murder here, Racist a s s hole.""",1
"""this nigga gay, i would have been fucked that bitch.""",1
"""Your mom is a mean hoe charging 200 for 15 dollar pussy.""",1
"""_yeah_i_bet_you're_a_occupy_fucking_nigger!""",1
"""Go to hell you old bastard""",1
"""You were born a bald-headed freak.""",1
"""bitch stfu u fuckin clown\\n""",1
"""you are sickening and pathetic !!!!!!!!!!!!!!""",1
"""Die you bloated sack of cow shit""",1
"""You are a born m o r o n.""",1
"""Go suck gay boy Brocks filthy-cock.""",1
"""Your pussy. Stop hitting woman and fight me bitch ass nigga""",1
"""STFU you ignorant communist puke..""",1
"""Stick it up your ass-faggot. \n\nyou get another FLAG!!!!!""",1
"""dick face u would do shit fake ass """,1
"""Double retard for you.""",1
"""Lick it clean, turd-breath.""",1
"""Were you born stupid or did you have to work at it??""",1
"""dont worry how i sound u bitch made faggot ass nigga""",1
"""fake pic u hoe ass nigga!""",1
"""yup gang of little nigglet thugs""",1
"""That was the fuck of that lil cunts life ..goood job! !""",1
"""Why did they interview you?\r\n\r\nDid you commit suicide?""",1
"""Stop wasting our air you idiot.""",1
"""Crawl back under your bridge you miserable pathetic troll.""",1
"""ponyfags fuck off""",1
"""I'd rather see you getting lynched!""",1
"""You are despicable and disgusting.""",1
"""u are a sick moron""",1
"""mrbreeze68: that marks you a dumb Arab.""",1
"""THIS FAGGOT WILL FLOP""",1
"""you're clearly retarded.""",1
"""You are a typical one liner Fu&^tard troll.""",1
"""you sound like an ignorant dickhead.""",1
"""fucking idiot!""",1
"""Youre fucking retarded""",1
"""You are not one of us. Fuck off fag""",1
"""shut up faggot face faggot lol""",1
"""typical Muslim, what do you expect from him?""",1
"""Eat shit and die Andrew""",1
"""you're\xa0clearly a nigger ^^""",1
"""@bizora2:disqus you are a pathetic nobody.""",1
"""make your mother stop spreading Herpes""",1
"""YOU SHUT YOUR FUCKlNG MOUTH YOU DlRTY WHORlNG DRUNK BlTCH""",1
"""Shut up muffin you soft a** b*tch""",1
"""Stop trolling boy. You're embarrassing Beantown.""",1
"""and worse yet....you are ugly and OLD""",1
"""you dnt like lil b? that's a first, you're a faggot.""",1
"""your mom smells like fish""",1
"""You are some sad pathetic loser donkey.""",1
"""You weak ass bitch""",1
"""Ur fat and gay""",1
"""Louie would probably tell you to kill yourself....""",1
"""Shitbagger, go fuck your mother up the ass without lube.""",1
"""Stop crying you PUSSE!""",1
"""You're both a couple of homos.""",1
"""You are an emasculated second-hand phony mother Theresa. """,1
"""shat up nobadys listening to your fat ass""",1
"""What the fuck is wrong with u retard?""",1
"""dude you look like an absoulte FAGGOTTTT, true heat fan """,1
"""Your mother was stupid for not going by the clinic""",1
"""and you are obviously a homo""",1
"""Cordero you fat piece of gutter trash. """,1
"RT @BJDGAF I'm not sexist, but girls shouldn't wrestle",1
"Kat, a massive c*nt. The biggest ever on #mkr #cuntandandre",1
Kat is one nasty bitch #mkr,1
RT @P_Filippelli I'm not sexist but females can't rap,1
Is it tv editing .. or is Kat a natural nasty bitch   #MKR,1
RT @YouknowitsDoug: @YesYoureSexist you're a dumb bitch too,1
Kat I'd love to slap your face with a pork cutlet #MKR,1
Kat you stupid bitch  #mkr,1
I hope Kat breaks both of her ankles. #MKR,1
"Suck it Kat, you fucking cunt. #mkr",1
OMG the sluts are going to get through #mkr,1
RT @myallsw: Nice arm pit vagina #MKR http://t.co/VkBHQCwlJW,1
Watch the camera pan in on Cunt face #mkr,1
RT @Dylahoogaah: @YesYoureSexist shut up you dumb titwanger,1
Muslims raise their children on hate. http://t.co/D0rEi7OLAO,1
Nikki has massive #armpitvaginas #mkr,1
Hate these blonde bitches already #MKR,1
"OH MY GOD,  SOMEONE PUNCH KAT IN THE FACE.  #mkr",1
Oh kat.... never mind #cuntandandre #mkr,1
@RandomHero30 @rooshv @minasmith64 Who was she raped by?,1
BULLSHIT! Kat &amp; Andre you are deadset CUNTS! #MKR,1
RT @SxFlint93: @YesYoureSexist okay fuck off my shit pussy,1
How is that rotten egg Kat not in sudden death?! #MKR,1
Ugh. Fuck off Kat. Your turns next.  #mkr,1
"RT @JennaWilkins: Sucked in Kat, you mole #mkr #mkr2015",1
Kat and Andre you fucking cunts #mkr,1
Whyyyyyy 😩 I just want these dumb bitches gone #MKR,1
eat a dick kat and andre u areseholes #MKR,1
"Don't laugh Kat, you cunt #mkr",1
Stop smirking you vile bitch #mkr,1
@dankmtl Good night asshole. Hope you get run over by a bus.,1
Kat is a fucking bitch. #MKR,1
"Sucked in Kat, you mole #mkr #mkr2015",1
#MKR REALLY WISH KAT WOULD JUST GO TO SUDDEN DEATH FULL STOP.,1
"Go fuck yourself Kat, stupid slut #MKR #nofucksgiven",1
"Put a bra on Nikki, you dumb slut #MKR #MKR2015",1
Karma will fuck you in the ass and cum all over back Kat #MKR,1
#feistyfoodies can suck a fat one #mkr,1
Why does Kat have too be such a cunt? #mkr,1
"Kat, change your face #fuckerface #mkr",1
Can someone give Kat a slap across the head #mkr #bitch,1
Fuck off Kat! Douchebag. #MKR #bitchy,1
Kat you're fkn ass #MKR,1
STFU KAT YA BITCH! #MKR,1
RT @screamingfuck I'm not sexist but fuck you females,1
Surely THIS proves that those two cunts can't cook... #mkr,1
STOP SAYING SASS OR I WILL PUT MY FOOT UP YOUR ASS #MKR,1
"RT @hellokittyx958: Fuck you Kat, dumb bitch #MKR",1
Kat is such a fucking cow #MKR,1
KAT IS A FUCKING CUNT #mkr,1
